Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
boss-babe-lip-bundle-💄,Boss Babe Lip Combo💄,<p>Boss Babe Lip Bundle Includes:</p> <ul> <li>Rhode Peptide Lip Shape </li> <li>ELF Glow Reviver Lip Oil</li> </ul>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2391.00,5560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-02-01T114426.880_5fa9d7cf-702f-4a79-9ffa-dae24de4872c.jpg?v=1782382712,1,"",false,,,,kg,,,draft
pretty-and-powerful-bundle✨,Pretty and Powerful Bundle✨,<p>Pretty and Powerful Bundle Includes:</p> <ul> <li>Benefit Bad Gal Bang Mascara </li> <li>Gisou Hydrating Lip Oil</li> <li>Rare Beauty Stay Vulnerable Melting Blush </li> </ul>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2391.00,5560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-02-01T131327.793.jpg?v=1782382711,1,"",false,,,,kg,,,draft
fall-lip-combo-2-product,Honey Lip Combo - 2 products,<p>Fall Lip Combo Includes:</p> <ul> <li>Rhode lip shape pencil</li> <li>Gisou lip oil</li> </ul>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2133.00,4960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_33.jpg?v=1782382710,1,"",false,,,,kg,,,draft
sheglam-hydra-jelly-pocket-lip-jam-1,Sheglam | Hydra Jelly Pocket Lip Jam,"<p>The Sheglam Hydra Jelly Pocket Lip Jam is a highly hydrating, non-sticky lip balm and gloss hybrid featuring a bouncy jelly texture that delivers intense moisture, a sheer tint, and a high-shine, ""juicy"" finish.</p> <p>Master Dupe.</p>",GlowGlamByMimi,,"","",false,shades,Guava Glow,,,,,,,,,0.0,,0,deny,manual,1015.00,2360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/guava.jpg?v=1782382710,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-14T124025.262.jpg?v=1782382710,kg,,,draft
sheglam-hydra-jelly-pocket-lip-jam-1,,,,,,,,,Strawberry Splash,,,,,,,,,0.0,,0,deny,manual,1015.00,2360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-03-14T125212.886.jpg?v=1782382710,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-14T124450.839.jpg?v=1782382710,kg,,,
sheglam-hydra-jelly-pocket-lip-jam-1,,,,,,,,,Sugar Swirl,,,,,,,,,0.0,,0,deny,manual,1015.00,2360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-14T124043.251.jpg?v=1782382710,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-14T124118.874.jpg?v=1782382710,kg,,,
sheglam-hydra-jelly-pocket-lip-jam-1,,,,,,,,,Apricot Pop,,,,,,,,,0.0,,0,deny,manual,1015.00,2360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-14T124450.839.jpg?v=1782382710,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-14T124043.251.jpg?v=1782382710,kg,,,
sheglam-hydra-jelly-pocket-lip-jam-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-14T124118.874.jpg?v=1782382710,5,"",,,,,,,,
sheglam-hydra-jelly-pocket-lip-jam-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-14T124025.262.jpg?v=1782382710,6,"",,,,,,,,
victorias-secret-bare-vanilla-crystal-fragrance-mist-250ml,Victoria's Secret | Bare Vanilla Crystal Fragrance Mist - 250ml,"<p>Victoria's Secret Bare Vanilla Crystal Fragrance Mist is a popular, cozy, and warm, oriental-vanilla fragrance for women featuring a blend of whipped vanilla, soft cashmere, and creamy amber. </p> <p>Msater Dupe.</p>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2133.00,4960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/IMG-6683.jpg?v=1782382709,1,"",false,,,,kg,,,draft
ysl-loveshine-plumping-lip-oil-gloss,YSL | Loveshine Plumping Lip Oil Gloss,"<p>YSL Loveshine Plumping Lip Oil Gloss offers a high-shine, non-sticky finish with plumping technology, providing shades ranging from sheer neutrals to bright berries and warm corals<span>.</span></p> <p><span>Master Dupe.</span></p>",GlowGlamByMimi,,"","",false,shades,1 - Thunder Stealer,,,,,,,,,0.0,,0,deny,manual,3079.00,7160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/44nude.jpg?v=1782382708,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/1thunderstealer.jpg?v=1782382708,kg,,,draft
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,4 - Honey Pure Love,,,,,,,,,0.0,,0,deny,manual,3079.00,7160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-28T060858.995.jpg?v=1782382708,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/4honeypurelove.jpg?v=1782382708,kg,,,
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,5 - California Sunshine,,,,,,,,,0.0,,0,deny,manual,3079.00,7160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-03-28T060914.302.jpg?v=1782382708,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/5californiasunshine.jpg?v=1782382708,kg,,,
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,6 - Espresso Stardust,,,,,,,,,0.0,,0,deny,manual,3079.00,7160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-03-28T150323.997.jpg?v=1782382708,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/6espressostardust.jpg?v=1782382708,kg,,,
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,7 - Strawberry Star,,,,,,,,,0.0,,0,deny,manual,3079.00,7160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/1thunderstealer.jpg?v=1782382708,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/7strawberrystar.jpg?v=1782382708,kg,,,
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,8 - Purple Dream,,,,,,,,,0.0,,0,deny,manual,3079.00,7160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/4honeypurelove.jpg?v=1782382708,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/8purpledream.jpg?v=1782382708,kg,,,
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,9 - Cherry Flash,,,,,,,,,0.0,,0,deny,manual,3079.00,7160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/5californiasunshine.jpg?v=1782382708,7,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/9cherryflash.jpg?v=1782382708,kg,,,
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,44 - Nude Lavalliere,,,,,,,,,0.0,,0,deny,manual,3079.00,7160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/6espressostardust.jpg?v=1782382708,8,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/44nude.jpg?v=1782382708,kg,,,
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/7strawberrystar.jpg?v=1782382708,9,"",,,,,,,,
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/8purpledream.jpg?v=1782382708,10,"",,,,,,,,
ysl-loveshine-plumping-lip-oil-gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/9cherryflash.jpg?v=1782382708,11,"",,,,,,,,
mac-compact-powder,MAC | Studio Fix Powder plus Foundation Compact,"<p><span>Master Copy</span></p> <p>Discover the flawless finish of MAC's compact powder. This high-quality, finely milled powder effortlessly blends into your skin, leaving a smooth and matte complexion. Perfect for touch-ups on the go, this compact powder is a must-have for any makeup routine.</p> <p> </p>",GlowGlamByMimi,,"","",false,Shade,NC20,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/MAC_Powder_MainImg.jpg?v=1782382707,1,"",false,,,,kg,,,draft
mac-compact-powder,,,,,,,,,NC25,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/MACshades.webp?v=1782382707,2,"",,,,,kg,,,
mac-compact-powder,,,,,,,,,NC30,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/MAC-2012_maccosmeticsStudioFixPowderplusFoundationListAvailable-_mac_hollalustIdr505_000.Aone-steppowderandfoundationthatprovidesamattetexturewithmediumtofullcoverage.FullDescription.jpg?v=1782382707,3,"",,,,,kg,,,
mac-compact-powder,,,,,,,,,NC37,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,,,,,,,,kg,,,
mac-compact-powder,,,,,,,,,NC40,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,,,,,,,,kg,,,
makeup-by-mario-soft-pop-cream-blush-stick,Makeup by Mario | Soft Pop Cream Blush Stick,"<p><span data-copy-service-computed-style='font-family: ""Google Sans"", Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px none rgb(10, 10, 10);'>The </span>Makeup by Mario Soft Pop Cream Blush Stick is a dual-ended cream blush that delivers a natural, dewy, and buildable flush of color<!--TgQPHd|[]-->.</p> <p>Master Dupe.</p>",GlowGlamByMimi,,"","",false,Shades,Pale Petal,,,,,,,,,0.0,,0,deny,manual,2993.00,6960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/plumberry.jpg?v=1782382706,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/pale_petal.jpg?v=1782382706,kg,,,draft
makeup-by-mario-soft-pop-cream-blush-stick,,,,,,,,,Raspberry,,,,,,,,,0.0,,0,deny,manual,2993.00,6960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-04-01T185217.097.jpg?v=1782382706,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/raspberry.jpg?v=1782382706,kg,,,
makeup-by-mario-soft-pop-cream-blush-stick,,,,,,,,,Plumberry,,,,,,,,,0.0,,0,deny,manual,2993.00,6960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-04-01T185255.771.jpg?v=1782382706,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/plumberryyy.jpg?v=1782382706,kg,,,
makeup-by-mario-soft-pop-cream-blush-stick,,,,,,,,,Dusty Rose,,,,,,,,,0.0,,0,deny,manual,2993.00,6960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-04-01T185159.784.jpg?v=1782382706,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/dusty_rose.jpg?v=1782382706,kg,,,
makeup-by-mario-soft-pop-cream-blush-stick,,,,,,,,,Earthy Pink,,,,,,,,,0.0,,0,deny,manual,2993.00,6960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/pale_petal.jpg?v=1782382706,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/earthy_pink.jpg?v=1782382706,kg,,,
makeup-by-mario-soft-pop-cream-blush-stick,,,,,,,,,Soft Coral,,,,,,,,,0.0,,0,deny,manual,2993.00,6960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/raspberry.jpg?v=1782382706,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-04-01T193821.434.jpg?v=1782382706,kg,,,
makeup-by-mario-soft-pop-cream-blush-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/plumberryyy.jpg?v=1782382706,7,"",,,,,,,,
makeup-by-mario-soft-pop-cream-blush-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/dusty_rose.jpg?v=1782382706,8,"",,,,,,,,
makeup-by-mario-soft-pop-cream-blush-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/earthy_pink.jpg?v=1782382706,9,"",,,,,,,,
makeup-by-mario-soft-pop-cream-blush-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-04-01T193821.434.jpg?v=1782382706,10,"",,,,,,,,
ysl-make-me-blush-bold-blurring-blush,YSL | Make Me Blush Bold Blurring Blush,"<p>YSL Make Me Blush Bold Blurring Blush is a lightweight, velvety powder that delivers up to 24-hour long-lasting, sweat-proof, and waterproof color<!--TgQPHd|[]-->.</p> <p>Master Dupe. </p>",GlowGlamByMimi,,"","",false,Shades,6 - Rose Haze,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/6.jpg?v=1782382705,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/6.jpg?v=1782382705,kg,,,draft
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,24 - Suave Sunstone,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-04-02T123930.031.jpg?v=1782382705,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/24.jpg?v=1782382705,kg,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,42 - Babydoll Pink,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/24.jpg?v=1782382705,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/42.jpg?v=1782382705,kg,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,44 - Nude Lavalliere,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/42.jpg?v=1782382705,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/44.jpg?v=1782382705,kg,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,87 - Pink Voltage,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/44.jpg?v=1782382705,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/87.jpg?v=1782382705,kg,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/87.jpg?v=1782382705,6,"",,,,,,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-02T122342.662.jpg?v=1782382705,7,"",,,,,,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-02T122332.262.jpg?v=1782382705,8,"",,,,,,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-02T122321.354.jpg?v=1782382705,9,"",,,,,,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-02T122312.830.jpg?v=1782382705,10,"",,,,,,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-02T122302.684.jpg?v=1782382705,11,"",,,,,,,,
ysl-make-me-blush-bold-blurring-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-02T122253.023.jpg?v=1782382705,12,"",,,,,,,,
sheglam-lashlighter-up-and-out-mascara,SHEGLAM | Lashlighter Up and Out Mascara,"<p>The Sheglam Lashlighter Up and Out Mascara is a waterproof, lengthening, and curling mascara designed to provide a lifted, fanned-out, and ""wide-eyed"" look<!--TgQPHd|[]-->.</p> <p>Master Dupe.</p>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1273.00,2960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-04T172536.446.jpg?v=1782382704,1,"",false,,,,kg,,,draft
sheglam-lashlighter-up-and-out-mascara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-04T172521.712.jpg?v=1782382704,2,"",,,,,,,,
dior-backstage-glow-maximizer-palette-001-universal,Dior | Backstage Glow Maximizer Palette - 001 Universal,"<p><span data-copy-service-computed-style='font-family: ""Google Sans"", Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px none rgb(10, 10, 10);'>The Dior Backstage Glow Maximizer Palette in 001 Universal </span>(new packaging) is a multi-use highlighting palette designed to deliver a customizable, radiant glow for the face.</p> <p>Master Dupe.</p>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,3939.00,9160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-04T180638.664.jpg?v=1782382703,1,"",false,,,,kg,,,draft
dior-backstage-glow-maximizer-palette-001-universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-04T181913.618.jpg?v=1782382703,2,"",,,,,,,,
dior-backstage-glow-maximizer-palette-001-universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages-2026-04-04T180825.621.jpg?v=1782382703,3,"",,,,,,,,
glow-recipe-watermelon-glow-niacinamide-dewy-flush,Glow Recipe | Watermelon Glow Niacinamide Dewy Flush,"<p><span data-subtree=""aimfl,mfl"" data-copy-service-computed-style='font-family: ""Google Sans"", Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px none rgb(10, 10, 10);'>The Glow Recipe Watermelon Glow Niacinamide Dewy Flush </span>is a skincare-infused, buildable liquid blush serum designed to deliver a dewy, natural flush of color<!--TgQPHd|[]-->.</p> <p>Master Dupe.</p>",GlowGlamByMimi,,"","",false,Shades,Berry Flush,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_2.jpg?v=1782382702,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_2.jpg?v=1782382702,kg,,,draft
glow-recipe-watermelon-glow-niacinamide-dewy-flush,,,,,,,,,Watermelon Flush,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages2_5.jpg?v=1782382702,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages2_1.jpg?v=1782382703,kg,,,
glow-recipe-watermelon-glow-niacinamide-dewy-flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages2_1.jpg?v=1782382703,3,"",,,,,,,,
glow-recipe-watermelon-glow-niacinamide-dewy-flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages2_4.jpg?v=1782382702,4,"",,,,,,,,
glow-recipe-watermelon-glow-niacinamide-dewy-flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages2_2.jpg?v=1782382702,5,"",,,,,,,,
glow-recipe-watermelon-glow-niacinamide-dewy-flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages2_3.jpg?v=1782382703,6,"",,,,,,,,
glow-recipe-watermelon-glow-niacinamide-dewy-flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages2_6.jpg?v=1782382702,7,"",,,,,,,,
sheglam-bold-booster-lip-plumper,Sheglam | Bold Booster Lip Plumper,"<p><span data-subtree=""aimfl,mfl"" data-copy-service-computed-style='font-family: ""Google Sans"", Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px none rgb(10, 10, 10);'>The SHEGLAM Bold Booster Lip Plumper is </span>a high-shine, non-sticky, and hydrating lip gloss designed to create fuller-looking lips instantly<!--TgQPHd|[]-->.</p> <p>Master Dupe - minor difference in shades can be there.</p>",GlowGlamByMimi,,"","",false,Shades,Blush Drizzle,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/berry.jpg?v=1782382701,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/drizzle.jpg?v=1782382701,kg,,,draft
sheglam-bold-booster-lip-plumper,,,,,,,,,Toffee Kiss,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_2_11.jpg?v=1782382701,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/toffee.jpg?v=1782382701,kg,,,
sheglam-bold-booster-lip-plumper,,,,,,,,,Strawberry Fields,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_2_7.jpg?v=1782382701,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/strawberry_3.jpg?v=1782382701,kg,,,
sheglam-bold-booster-lip-plumper,,,,,,,,,Latte Luxe,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_2_8.jpg?v=1782382701,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/latte.jpg?v=1782382701,kg,,,
sheglam-bold-booster-lip-plumper,,,,,,,,,Rose Veil,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/cherry_2.jpg?v=1782382701,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/rose_2.jpg?v=1782382701,kg,,,
sheglam-bold-booster-lip-plumper,,,,,,,,,Cherry Gleam,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/drizzle.jpg?v=1782382701,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/cherry_2.jpg?v=1782382701,kg,,,
sheglam-bold-booster-lip-plumper,,,,,,,,,Berry Spritz,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/honey_3.jpg?v=1782382701,7,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/berry.jpg?v=1782382701,kg,,,
sheglam-bold-booster-lip-plumper,,,,,,,,,Honey Glaze,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/latte.jpg?v=1782382701,8,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/honey_3.jpg?v=1782382701,kg,,,
sheglam-bold-booster-lip-plumper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/rose_2.jpg?v=1782382701,9,"",,,,,,,,
sheglam-bold-booster-lip-plumper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/strawberry_3.jpg?v=1782382701,10,"",,,,,,,,
sheglam-bold-booster-lip-plumper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/toffee.jpg?v=1782382701,11,"",,,,,,,,
dior-rosy-glow-blush-001,DIOR | Rosy Glow Powder Blush,"<p>Dior Rosy Glow is an iconic, long-wearing powder blush designed to create an instant, healthy, and customized glow<!--TgQPHd|[]-->.</p> <p>Master Dupe.</p>",GlowGlamByMimi,,"","",false,shades,001 - Pink,,,,,,,,,0.0,,0,deny,manual,3079.00,7160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages2_12.jpg?v=1782382700,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages2_12.jpg?v=1782382700,kg,,,draft
