Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
untitled-jun27_17-05-09,Untitled Jun27_17:05:09,,KAY OFFICIALS BY KASHA,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,kg,,,draft
real-techniques-everyday-essentials-brush-set,REAL TECHNIQUES | Everyday Essentials Brush Set,"<p><span>The Real Techniques Everyday Essentials Set is a one-and-done kit to elevate your makeup routine. This makeup brush kit comes with the brand’s fan favorite makeup tools: 400 Blush Brush, 300 Deluxe Crease Brush, 402 Setting Brush, 200 Expert Face Brush and our Miracle Complexion Sponge. These 5 makeup must-haves for your face, eyes, and cheeks include brushes with both fluffy and dense bristles, so they work with liquid, cream, and powder products.</span></p> <!---->",KAY OFFICIALS BY KASHA,Uncategorized,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2219.00,5160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlam_Website_Images_9.jpg?v=1782382832,1,"",false,,,,kg,,,draft
real-techniques-everyday-essentials-brush-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/RTBrushSet2.webp?v=1782382832,2,"",,,,,,,,
real-techniques-everyday-essentials-brush-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/RTBrushSet3.webp?v=1782382832,3,"",,,,,,,,
sheglam-liquid-highlighter,SHEGLAM | Liquid Highlighter,"<p><span data-sheets-value='{""1"":2,""2"":""Details: Like a yummy treat for your face， our innovative highlighter delivers dewy shine for good measure. Apply it to your high points， like your cheekbones and beneath your brows.\r\n\r\n\r\n\r\nIngredents: Ingredients: mica， isononyl isononanoate， CI 77891， polydimethylsiloxane， phenyl trimethicone， silica， polyisobutylene， talc， polydimethylsiloxane cross-linking polymerization Compounds， hydroxystearic acid， microcrystalline wax， CI 77491， caprylyl glycol， tocopherol acetate， ethylhexylglycerol， tin oxide， triethoxyoctylsilane | Moonbeam: shimmery peach-goldBenefits: Long-wearing，Smudge Proof\r\nFinish: Metallic\r\nTexture: Powder""}' data-sheets-userformat='{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}' data-mce-fragment=""1"">Like a yummy treat for your face, SheGlam Liquid Highlighter delivers a dewy shine to give that perfect sheer glow to your skin.</span></p> <p><span data-sheets-value='{""1"":2,""2"":""Details: Like a yummy treat for your face， our innovative highlighter delivers dewy shine for good measure. Apply it to your high points， like your cheekbones and beneath your brows.\r\n\r\n\r\n\r\nIngredents: Ingredients: mica， isononyl isononanoate， CI 77891， polydimethylsiloxane， phenyl trimethicone， silica， polyisobutylene， talc， polydimethylsiloxane cross-linking polymerization Compounds， hydroxystearic acid， microcrystalline wax， CI 77491， caprylyl glycol， tocopherol acetate， ethylhexylglycerol， tin oxide， triethoxyoctylsilane | Moonbeam: shimmery peach-goldBenefits: Long-wearing，Smudge Proof\r\nFinish: Metallic\r\nTexture: Powder""}' data-sheets-userformat='{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}' data-mce-fragment=""1"">Apply it to your high points like your cheekbones and beneath your brows to achieve the highlighted look.</span></p> <p><span data-sheets-value='{""1"":2,""2"":""Details: Like a yummy treat for your face， our innovative highlighter delivers dewy shine for good measure. Apply it to your high points， like your cheekbones and beneath your brows.\r\n\r\n\r\n\r\nIngredents: Ingredients: mica， isononyl isononanoate， CI 77891， polydimethylsiloxane， phenyl trimethicone， silica， polyisobutylene， talc， polydimethylsiloxane cross-linking polymerization Compounds， hydroxystearic acid， microcrystalline wax， CI 77491， caprylyl glycol， tocopherol acetate， ethylhexylglycerol， tin oxide， triethoxyoctylsilane | Moonbeam: shimmery peach-goldBenefits: Long-wearing，Smudge Proof\r\nFinish: Metallic\r\nTexture: Powder""}' data-sheets-userformat='{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}' data-mce-fragment=""1"">Master dupe</span></p>",KAY OFFICIALS BY KASHA,Uncategorized,"","",false,Shade,Vanilla Frost,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/1.jpg?v=1782382831,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/1.jpg?v=1782382831,kg,,,draft
sheglam-liquid-highlighter,,,,,,,,,Tea Cake,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/5.jpg?v=1782382831,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamHighlighter-TeaCake.jpg?v=1782382831,kg,,,
sheglam-liquid-highlighter,,,,,,,,,Bellini Brunch,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/ICYTheseshimmeringshadesaregivingusMAJORGLOWGetthedewy_cheek-loving_long-wearingglowwithourNEWGlowBloomLiquidHighlighter_ShopGlowBloomnowatSHEGLAM.comFeaturedProduct-GlowBl.jpg?v=1782382831,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamHighlighter-BellineBrunch.jpg?v=1782382831,kg,,,
sheglam-liquid-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamHighlighter-TeaCake.jpg?v=1782382831,4,"",,,,,,,,
sheglam-liquid-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamHighlighter-BellineBrunch.jpg?v=1782382831,5,"",,,,,,,,
laura-mercier-translucent-loose-setting-powder,LAURA MERCIER | Translucent Loose Setting Powder,"<p><span>Truly translucent, the #1 Setting Powder is a must-have to set and maintain the color of your foundation. Exceptionally milled to deliver incredible staying power without weight or texture so skin looks and feels soft, smooth and flawless from day to night.</span></p> <!---->",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Laura-Mercier-Loose-Setting-Powder-Translucent.jpg?v=1782382830,1,"",false,,,,kg,,,draft
laura-mercier-translucent-loose-setting-powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LauraMercier2.webp?v=1782382830,2,"",,,,,,,,
laura-mercier-translucent-loose-setting-powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LauraMercierModel.webp?v=1782382830,3,"",,,,,,,,
essence-mascara,ESSENCE | Mascara,"<p><span>The I Love Extreme Volume Mascara from Essence is perfect for all volume lovers. The extra-large fiber brush ensures maximum volume and fullness for an extreme, dramatic look.</span></p> <p><span>The ultra-black pigments in this mascara provide intense color for bold and striking lashes. The extra-large brush ensures the deep color covers each lash in one swipe.</span></p> <!---->",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,843.00,1960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/EssenceMascara_Main_Img.jpg?v=1782382829,1,"",false,,,,kg,,,draft
essence-mascara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Essence_Mascara_infp_d355eb30-ac52-4c7f-9792-ba4ec4752204.webp?v=1782382829,2,"",,,,,,,,
essence-mascara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Essence_MascaraBeforeAfter_efabb59e-8e2a-4fbc-9abb-88215c1caa18.jpg?v=1782382829,3,"",,,,,,,,
laniege-lip-sleeping-mask,LANEIGE | Lip Sleeping Mask,"<p><span>The iconic pout perfector and a special intensive-care leave-on mask for lips. With nourishing Berry Fruit Complex, Murumuru seed, and Shea butter, this hydrating lip mask delivers intense moisture and antioxidants while you sleep for visibly smoother, baby-soft lips in the AM.</span></p> <!---->",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1273.00,2960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Laneige_Lip_Mask_Main_Img.jpg?v=1782382828,1,"",false,,,,kg,,,draft
laniege-lip-sleeping-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Keepcalmandberryon_ApplytheLipSleepingMaskbeforeyoufallasleepforsmoother_supplelipsbythetimeyouwakeupShoptheiconicLipSleepingMaskinBerry_Sephora_Amazonandus.laneige.c_1.jpg?v=1782382829,2,"",,,,,,,,
laniege-lip-sleeping-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LaneigeResults.jpg?v=1782382829,3,"",,,,,,,,
laniege-lip-sleeping-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Laneige_Img.jpg?v=1782382829,4,"",,,,,,,,
laniege-lip-sleeping-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Laneige_BeforeAfter.jpg?v=1782382828,5,"",,,,,,,,
carla-secret-full-face-palette,CARLA SECRET | Full Face Palette,"<p><span>This multi-functional makeup palette can complete your different makeup needs: blush, contour, and concealer. Infused with a range of natural, creamy matte shades, our palette helps you achieve a girly, apple skin look effortlessly.</span></p> <p><span>Mix and match to create custom shades that suit your unique makeup needs. Whether it is concealing imperfections, contouring your face, or adding a pop of color to your cheeks, it's a must-have for achieving flawless looks quickly.</span></p> <!---->",GlowGlamByMimi,,"","",false,shade,light,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/BlushNConcealerMainImg.jpg?v=1782382828,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/BlushNConcealerMainImg.jpg?v=1782382828,kg,,,draft
carla-secret-full-face-palette,,,,,,,,,medium,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/BlushConcealerPaletteInfo.jpg?v=1782382828,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_59.jpg?v=1782382828,kg,,,
carla-secret-full-face-palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/BlushConcealerPaletteInfo2.jpg?v=1782382828,3,"",,,,,,,,
carla-secret-full-face-palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/BeforeAfter.jpg?v=1782382828,4,"",,,,,,,,
carla-secret-full-face-palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_58.jpg?v=1782382828,5,"",,,,,,,,
carla-secret-full-face-palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_59.jpg?v=1782382828,6,"",,,,,,,,
ikt-hair-wax-stick,IKT | Hair Wax Stick,"<p><span>IKT Hair Wax Stick can fix all kinds of messy hairstyles, including broken, frizzy, or flyaway hair, without making them appear greasy or tacky. This allows you to make a quick hairstyle and get a clean, uncluttered look.</span></p> <p><span>Take out the wax stick and then apply it to your desired hair strands. This product is both easy to use and easy to clean. After using the hair wax stick, you can wash your hair with water and shampoo as usual and it will be all gone.</span></p> <!---->",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlam_Website_Images_10.jpg?v=1782382827,1,"",false,,,,kg,,,draft
ikt-hair-wax-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/ikt2.jpg?v=1782382827,2,"",,,,,,,,
ikt-hair-wax-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/ikt.jpg?v=1782382827,3,"",,,,,,,,
ikt-hair-wax-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/IKT_img.jpg?v=1782382827,4,"",,,,,,,,
bio-aqua-5-pack-sheet-masks,BIO AQUA | 5 Pack Sheet Masks,"<ul class="""" data-mce-fragment=""1""> <li><span>100% brand new and high quality.</span></li> <li><span>Nourish the skin.</span></li> <li><span>Moisturising.</span></li> <li><span>Helps against skin dryness.</span></li> <li><span>Nourishing, Hydrating, Moisturising, Oil Control, Whitening, Anti-aging, Shrink Pores.</span></li> </ul>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,871.00,1980.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlamWebsiteImages_17.jpg?v=1782382826,1,"",false,,,,kg,,,draft
bio-aqua-5-pack-sheet-masks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlamWebsiteImages_18.jpg?v=1782382826,2,"",,,,,,,,
sheglam-lip-oil,SHEGLAM | Lip Oil,"<p><span>Ditch the gloss and reach for SheGlam's moisturizing, non-sticky lip oil instead. Its innovative formula is infused with antioxidant fruit extract, hyaluronic acid and squalane to deliver a healthy, moisturizing shine that feels divine.</span></p> <p><span>Master Dupe.</span></p> <!---->",GlowGlamByMimi,,"","",false,Shades,Berry Involved,,,,,,,,,0.0,,0,deny,manual,740.00,1720.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilMainImg.jpg?v=1782382825,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilBerryInvolved.jpg?v=1782382825,kg,,,draft
sheglam-lip-oil,,,,,,,,,Loco for Coco,,,,,,,,,0.0,,0,deny,manual,740.00,1720.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilImg2.jpg?v=1782382825,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilLocoForCoco.jpg?v=1782382825,kg,,,
sheglam-lip-oil,,,,,,,,,Grapefruit Glow,,,,,,,,,0.0,,0,deny,manual,654.00,1520.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilLips.jpg?v=1782382825,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilGrapefruitGlow.jpg?v=1782382825,kg,,,
sheglam-lip-oil,,,,,,,,,Mali-Blue Berry,,,,,,,,,0.0,,0,deny,manual,740.00,1720.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilImg1.jpg?v=1782382825,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilMaliBlueBerry.jpg?v=1782382825,kg,,,
sheglam-lip-oil,,,,,,,,,Green Apple Envy,,,,,,,,,0.0,,0,deny,manual,654.00,1520.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilBerryInvolved.jpg?v=1782382825,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilGreenAppleEnvy.jpg?v=1782382825,kg,,,
sheglam-lip-oil,,,,,,,,,Pack of all 5,,,,,,,,,0.0,,0,deny,manual,1875.00,4360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilGrapefruitGlow.jpg?v=1782382825,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilImg1.jpg?v=1782382825,kg,,,
sheglam-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilGreenAppleEnvy.jpg?v=1782382825,7,"",,,,,,,,
sheglam-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilLocoForCoco.jpg?v=1782382825,8,"",,,,,,,,
sheglam-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheGlamLipOilMaliBlueBerry.jpg?v=1782382825,9,"",,,,,,,,
sheglam-cheek-lip-tint,SHEGLAM | Cheek & Lip Tint,"<p><span>Your natural flush and lip shade, but BETTER! This easy-to-use liquid cheek and lip tint provides a natural look that won't budge after a long day! Formulated with sodium hyaluronate and fucus extract, it also moisturizes your skin for cheeks and lips that are ultra pink and plump!</span></p> <p><span>Dupe</span></p>",GlowGlamByMimi,,"","",false,Shades,It's Chili,,,,,,,,,0.0,,0,deny,manual,1015.00,2360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-MainImg_201c7649-473d-44d7-87c8-f98afbc64c10.jpg?v=1782382824,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-It_sChili_63821121-4417-48ec-9f37-a0406161561f.jpg?v=1782382824,kg,,,draft
sheglam-cheek-lip-tint,,,,,,,,,Cherry Picked,,,,,,,,,0.0,,0,deny,manual,1015.00,2360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-Info_78231be1-f666-4a9c-90bb-7a3337960e1a.jpg?v=1782382824,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-CherryPicked_bdc303ca-9890-499a-83dc-c01eae936cf6.jpg?v=1782382824,kg,,,
sheglam-cheek-lip-tint,,,,,,,,,Fruit Punch,,,,,,,,,0.0,,0,deny,manual,1015.00,2360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-It_sChili_63821121-4417-48ec-9f37-a0406161561f.jpg?v=1782382824,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-FruitPunch_8454e093-4e24-43c6-81ee-dd31df9417d1.jpg?v=1782382824,kg,,,
sheglam-cheek-lip-tint,,,,,,,,,Pack of 3,,,,,,,,,0.0,,0,deny,manual,2391.00,5560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-CherryPicked_bdc303ca-9890-499a-83dc-c01eae936cf6.jpg?v=1782382824,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-MainImg_201c7649-473d-44d7-87c8-f98afbc64c10.jpg?v=1782382824,kg,,,
sheglam-cheek-lip-tint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-FruitPunch_8454e093-4e24-43c6-81ee-dd31df9417d1.jpg?v=1782382824,5,"",,,,,,,,
sheglam-cheek-lip-tint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SheglamTint-Swatches_f9498169-556c-4238-99e8-7aeee8ecb7c9.jpg?v=1782382824,6,"",,,,,,,,
mac-bullet-lipstick,MAC | Bullet Lipstick,<p></p>,GlowGlamByMimi,,"","",false,Shade,Ruby Woo,,,,,,,,,0.0,,0,deny,manual,886.00,2060.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/mainimg.jpg?v=1782382823,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/146.jpg?v=1782382823,kg,,,draft
mac-bullet-lipstick,,,,,,,,,Russian Red,,,,,,,,,0.0,,0,deny,manual,886.00,2060.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/31lV6c4SHsL._SL1080.jpg?v=1782382823,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/144.jpg?v=1782382823,kg,,,
mac-bullet-lipstick,,,,,,,,,Lady Bug,,,,,,,,,0.0,,0,deny,manual,886.00,2060.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/mac_ladybug001.jpg?v=1782382823,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/145.jpg?v=1782382823,kg,,,
mac-bullet-lipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/146.jpg?v=1782382823,4,"",,,,,,,,
mac-bullet-lipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/144.jpg?v=1782382823,5,"",,,,,,,,
mac-bullet-lipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/145.jpg?v=1782382823,6,"",,,,,,,,
laneige-mini-lip-sleeping-mask-3g,LANEIGE | Mini Lip Sleeping Mask - 3g,"<p><span>This Laneige Mini Berry Lip Mask is an amazing way to nourish and hydrate your lips. It's so good that it's a staple in many households. </span></p> <p><span>This mask has a mini, travel-friendly size for on-the-go hydration. It's sure to leave your lips feeling soft and pampered.</span></p> <!---->",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,585.00,1360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/147.jpg?v=1782382822,1,"",false,,,,kg,,,draft
laneige-mini-lip-sleeping-mask-3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/148.jpg?v=1782382822,2,"",,,,,,,,
laneige-mini-lip-sleeping-mask-3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/149.jpg?v=1782382822,3,"",,,,,,,,
tarte-shape-tape-concealer,TARTE | Shape Tape Concealer,<p>-Full coverage formula for 16 hrs of flawless wear</p> <p>-Smooths &amp; brightens to make eyes appear lifted</p> <p>-Crease-proof formula won’t cake or settle</p> <p>-Helps smooth &amp; blur appearance of fine lines &amp; wrinkles</p> <p>-Applies easily with jumbo speed smooth</p> <p>Master dupe</p> <!---->,GlowGlamByMimi,,"","",false,Shade,12S Fair,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/165.jpg?v=1782382822,1,"",false,,,,kg,,,draft
tarte-shape-tape-concealer,,,,,,,,,20B Light,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/166.jpg?v=1782382822,2,"",,,,,kg,,,
tarte-shape-tape-concealer,,,,,,,,,12N Fair Neutral,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/167.jpg?v=1782382821,3,"",,,,,kg,,,
tarte-shape-tape-concealer,,,,,,,,,20S Light Sand,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/168.jpg?v=1782382822,4,"",,,,,kg,,,
tarte-shape-tape-concealer,,,,,,,,,29N Light Medium,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/12N.jpg?v=1782382822,5,"",,,,,kg,,,
tarte-shape-tape-concealer,,,,,,,,,35N Medium,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/20S.jpg?v=1782382821,6,"",,,,,kg,,,
tarte-shape-tape-concealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/29N.jpg?v=1782382821,7,"",,,,,,,,
tarte-shape-tape-concealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_17.jpg?v=1782382822,8,"",,,,,,,,
